date;heure;GEN;GON;A1;RUR-SE;RN6;RAMBO;RUR_S;BOB;PA04C;VITRY;AUT;RUR_N;BP_EST
07/02/2017;7;5;5;18;1;12;0;3;12;8;4;9;5;n/d
07/02/2017;8;5;6;15;3;10;2;1;10;9;4;13;6;n/d
07/02/2017;9;7;6;15;6;8;3;2;7;8;6;13;6;n/d
07/02/2017;10;7;8;22;7;14;3;3;15;9;10;20;6;n/d
07/02/2017;11;8;10;27;7;9;3;4;n/d;13;10;20;5;n/d
07/02/2017;12;13;11;33;7;13;4;3;n/d;17;11;17;7;n/d
07/02/2017;13;11;8;22;6;13;6;5;10;15;9;12;6;n/d
07/02/2017;14;7;7;23;5;9;5;6;7;13;8;14;9;n/d
07/02/2017;15;7;9;17;9;7;4;4;7;10;6;9;7;n/d
07/02/2017;16;7;8;11;6;8;2;4;6;8;8;17;14;n/d
07/02/2017;17;7;9;14;9;9;1;1;9;9;n/d;14;8;n/d
07/02/2017;18;7;10;19;10;17;7;1;11;8;8;17;3;n/d
07/02/2017;19;11;7;27;8;24;7;5;10;9;7;21;7;n/d
07/02/2017;20;16;6;27;5;122;5;3;8;12;10;21;9;n/d
07/02/2017;21;19;7;32;4;72;7;5;10;12;15;21;11;n/d
07/02/2017;22;22;9;36;1;59;6;5;14;14;14;26;8;n/d
07/02/2017;23;27;9;26;2;65;6;7;16;17;15;23;7;n/d
07/02/2017;24;29;14;32;4;54;6;6;16;15;13;13;8;n/d
08/02/2017;1;23;13;27;3;30;4;9;16;16;16;15;7;n/d
08/02/2017;2;21;9;19;4;26;3;7;17;15;14;18;10;n/d
08/02/2017;3;21;11;20;5;33;1;8;11;17;9;13;11;n/d
08/02/2017;4;21;10;23;5;32;1;6;13;17;9;14;9;n/d
08/02/2017;5;19;11;26;7;25;3;7;10;18;12;10;13;n/d
08/02/2017;6;18;11;27;8;28;4;5;11;16;16;20;12;n/d
08/02/2017;7;17;12;24;6;30;6;9;14;17;14;22;7;n/d
08/02/2017;8;19;13;34;6;24;5;7;15;16;12;23;7;n/d
08/02/2017;9;16;11;20;5;45;5;9;17;18;16;n/d;13;n/d
08/02/2017;10;17;n/d;25;5;23;4;7;18;20;16;n/d;8;n/d
08/02/2017;11;16;n/d;24;6;14;6;11;14;21;16;n/d;10;n/d
08/02/2017;12;16;9;22;7;13;4;7;12;20;11;18;n/d;n/d
08/02/2017;13;14;6;19;12;13;2;2;9;n/d;10;21;n/d;n/d
08/02/2017;14;12;10;18;7;11;5;2;6;n/d;8;21;n/d;n/d
08/02/2017;15;11;10;13;9;8;7;4;5;n/d;9;11;20;12
08/02/2017;16;9;6;13;5;13;6;6;6;16;10;13;8;12
08/02/2017;17;10;7;14;6;21;5;8;8;10;10;13;9;10
08/02/2017;18;13;13;22;5;17;5;7;11;12;14;13;17;19
08/02/2017;19;18;21;25;10;18;6;8;17;18;13;20;17;16
08/02/2017;20;22;22;24;10;21;6;9;22;22;19;24;25;18
08/02/2017;21;26;22;30;14;20;16;12;24;28;23;28;28;27
08/02/2017;22;28;32;27;17;26;18;13;27;32;24;23;31;31
08/02/2017;23;30;23;30;23;29;17;20;29;34;30;29;31;34
08/02/2017;24;32;22;23;27;27;15;19;22;36;28;27;25;26
09/02/2017;1;26;26;27;23;26;18;20;21;31;22;19;19;25
09/02/2017;2;25;24;24;21;29;18;29;19;29;23;24;26;24
09/02/2017;3;27;21;24;22;28;13;19;19;28;16;24;25;21
09/02/2017;4;26;27;25;23;26;19;16;21;26;19;23;20;25
09/02/2017;5;25;28;24;24;31;19;21;21;27;24;29;19;28
09/02/2017;6;25;25;36;26;32;15;20;33;29;25;28;21;33
09/02/2017;7;28;31;37;27;36;22;21;33;33;32;40;24;35
09/02/2017;8;29;34;37;32;42;22;26;35;36;31;27;25;39
09/02/2017;9;38;34;44;29;38;26;26;42;38;36;43;36;44
09/02/2017;10;43;31;45;29;37;23;31;39;43;39;43;42;47
09/02/2017;11;43;34;51;34;32;n/d;29;38;46;36;47;33;45
09/02/2017;12;45;31;43;32;28;n/d;30;30;44;33;53;31;39
09/02/2017;13;39;27;39;25;24;37;28;30;39;32;50;29;39
09/02/2017;14;38;26;41;24;28;32;21;29;38;30;44;32;33
09/02/2017;15;34;28;35;22;28;40;22;27;40;27;39;29;36
09/02/2017;16;33;32;38;22;26;32;22;30;37;24;43;35;31
09/02/2017;17;35;34;44;6;23;28;24;22;36;35;37;35;33
09/02/2017;18;39;30;49;13;28;34;24;27;42;28;40;35;33
09/02/2017;19;44;25;49;22;34;31;25;28;43;25;35;45;32
09/02/2017;20;50;29;38;20;25;47;22;38;36;29;37;47;41
09/02/2017;21;52;28;44;26;35;41;20;34;36;32;33;50;43
09/02/2017;22;49;32;41;18;29;41;28;40;35;35;33;48;45
09/02/2017;23;49;35;46;23;23;42;26;39;36;33;32;45;39
09/02/2017;24;51;30;40;20;27;40;23;39;35;32;34;42;36
10/02/2017;1;49;31;39;26;22;33;24;29;32;31;26;43;36
10/02/2017;2;47;37;40;22;24;23;22;26;28;35;27;42;32
10/02/2017;3;44;24;32;19;26;21;25;23;30;31;36;39;26
10/02/2017;4;34;25;23;16;25;29;27;21;26;25;32;23;27
10/02/2017;5;24;25;24;19;21;23;28;24;24;25;26;25;25
10/02/2017;6;25;28;32;21;26;23;28;28;25;24;32;40;31
10/02/2017;7;26;23;35;20;28;25;26;27;30;24;38;42;37
10/02/2017;8;28;29;33;23;33;21;30;25;30;25;35;47;34
10/02/2017;9;36;35;33;28;25;27;24;23;29;29;37;45;37
10/02/2017;10;43;34;42;22;32;37;23;28;n/d;32;44;41;35
10/02/2017;11;40;30;40;23;36;37;30;32;n/d;29;43;34;36
10/02/2017;12;36;24;35;26;33;31;31;30;37;32;37;31;38
10/02/2017;13;31;29;48;31;33;25;25;30;37;30;45;30;40
10/02/2017;14;33;28;37;38;36;31;31;27;36;31;41;34;37
10/02/2017;15;37;26;39;40;37;31;34;31;36;30;39;38;36
10/02/2017;16;35;29;36;34;38;31;32;30;39;31;38;44;37
10/02/2017;17;39;39;43;30;31;32;32;34;36;31;44;44;38
10/02/2017;18;46;40;51;29;30;33;28;41;40;40;44;48;50
10/02/2017;19;51;44;56;31;36;39;27;44;45;42;50;47;48
10/02/2017;20;54;49;53;29;43;44;27;45;52;49;52;52;56
10/02/2017;21;55;48;54;39;34;47;34;46;57;50;52;60;56
10/02/2017;22;54;51;63;35;40;46;45;52;59;49;58;60;51
10/02/2017;23;55;56;60;34;48;43;47;56;56;39;47;60;56
10/02/2017;24;60;52;58;42;52;50;44;49;53;41;59;64;46
11/02/2017;1;62;58;60;41;55;49;45;54;53;45;62;62;47
11/02/2017;2;62;57;63;37;46;45;39;57;59;44;62;63;54
11/02/2017;3;62;58;60;41;39;39;40;59;62;56;60;63;61
11/02/2017;4;62;60;61;44;46;45;44;59;64;56;57;63;50
11/02/2017;5;62;56;59;37;50;49;52;60;61;56;63;53;57
11/02/2017;6;61;54;55;43;54;45;49;54;58;54;60;55;57
11/02/2017;7;57;54;60;44;54;44;50;53;52;39;49;51;48
11/02/2017;8;51;43;57;50;57;42;45;58;51;37;48;51;53
11/02/2017;9;49;45;61;54;55;39;42;53;59;53;57;54;60
11/02/2017;10;49;43;60;31;45;44;44;52;60;50;57;53;60
11/02/2017;11;52;49;57;32;42;30;48;50;55;44;63;55;54
11/02/2017;12;54;48;61;33;46;23;46;52;53;51;55;62;53
11/02/2017;13;53;46;58;30;53;23;35;52;54;46;55;62;50
11/02/2017;14;54;49;60;31;56;29;31;52;53;49;60;70;44
11/02/2017;15;56;52;63;33;51;34;31;48;49;41;57;70;43
11/02/2017;16;63;58;78;35;50;34;31;54;48;43;69;78;51
11/02/2017;17;70;65;73;31;48;33;39;68;60;52;67;79;63
11/02/2017;18;77;70;85;32;53;43;32;104;67;58;77;76;65
11/02/2017;19;81;67;81;33;58;55;41;81;75;63;78;68;80
11/02/2017;20;76;63;73;32;54;47;33;73;78;69;80;70;87
11/02/2017;21;71;64;74;29;57;57;34;63;71;78;81;75;72
11/02/2017;22;71;69;70;27;61;56;39;63;67;68;69;75;63
11/02/2017;23;68;65;67;34;63;61;40;59;69;59;65;77;66
11/02/2017;24;64;57;62;34;69;47;43;61;65;61;65;75;68
12/02/2017;1;61;58;62;36;66;53;47;62;61;54;61;75;69
12/02/2017;2;56;59;57;41;64;56;45;58;61;65;57;66;65
12/02/2017;3;55;51;58;43;43;54;50;53;57;54;57;61;62
12/02/2017;4;55;50;60;34;40;55;44;54;55;56;49;47;61
12/02/2017;5;57;49;65;35;41;48;43;48;61;56;58;41;63
12/02/2017;6;56;47;60;33;32;49;40;50;62;51;56;52;65
12/02/2017;7;59;49;60;33;37;50;39;46;58;47;56;50;54
12/02/2017;8;60;49;60;32;30;44;37;47;54;45;49;46;45
12/02/2017;9;59;48;55;24;27;42;35;41;46;46;42;52;45
12/02/2017;10;54;45;52;23;30;33;35;39;44;43;47;49;44
12/02/2017;11;45;37;42;27;34;30;26;33;43;39;45;41;45
12/02/2017;12;42;38;39;31;30;27;25;34;41;36;46;39;40
12/02/2017;13;39;32;45;27;32;32;34;37;41;31;44;38;45
12/02/2017;14;38;30;43;18;31;32;29;36;41;37;48;36;46
12/02/2017;15;38;26;38;22;23;31;24;31;41;36;45;33;42
12/02/2017;16;35;26;30;18;19;31;18;25;37;31;42;32;35
12/02/2017;17;30;19;33;17;22;27;14;28;32;31;34;31;43
12/02/2017;18;29;20;26;12;14;19;20;23;31;40;33;29;34
12/02/2017;19;25;10;34;12;10;16;8;17;26;19;25;19;27
12/02/2017;20;25;14;20;9;11;16;8;14;23;11;18;11;19
12/02/2017;21;18;10;22;12;10;6;6;16;23;12;16;13;24
12/02/2017;22;17;10;20;14;9;8;9;15;19;16;17;12;20
12/02/2017;23;20;17;23;10;12;6;9;21;19;14;16;17;21
12/02/2017;24;22;25;28;13;13;8;8;21;21;21;24;20;23
13/02/2017;1;26;24;25;25;20;8;8;19;25;25;22;25;27
13/02/2017;2;27;26;32;20;27;15;19;25;26;23;27;22;28
13/02/2017;3;28;24;27;21;22;20;20;32;28;23;25;29;22
13/02/2017;4;30;27;31;26;25;18;20;26;30;30;25;31;31
13/02/2017;5;32;33;34;25;32;24;23;33;31;32;30;35;38
13/02/2017;6;36;34;35;32;31;27;26;34;33;32;40;32;39
13/02/2017;7;35;31;37;39;36;33;34;35;35;28;32;34;37
13/02/2017;8;37;32;41;31;41;29;32;33;34;35;38;35;36
13/02/2017;9;37;32;34;31;35;30;31;32;36;33;38;32;35
13/02/2017;10;37;32;38;24;34;24;27;32;37;29;34;30;38
13/02/2017;11;35;25;31;22;31;28;25;25;33;28;33;23;34
13/02/2017;12;32;28;25;27;26;30;24;24;33;24;33;26;32
13/02/2017;13;31;19;29;26;29;25;25;26;32;24;33;23;27
13/02/2017;14;28;20;25;23;33;22;27;26;31;23;32;22;27
13/02/2017;15;29;19;33;27;25;18;23;22;30;23;27;23;30
13/02/2017;16;28;25;28;21;26;19;22;25;31;31;31;23;32
13/02/2017;17;29;27;29;20;32;21;26;28;29;26;38;25;36
13/02/2017;18;30;26;33;24;32;22;25;33;30;27;36;20;40
13/02/2017;19;31;28;33;31;33;26;30;35;34;30;37;24;34
13/02/2017;20;31;29;36;28;36;29;30;29;35;35;37;27;39
13/02/2017;21;34;30;35;31;29;25;28;34;36;32;34;33;37
13/02/2017;22;36;27;30;32;30;29;30;34;36;33;34;31;36
13/02/2017;23;33;31;32;27;33;26;24;32;35;34;30;27;34
13/02/2017;24;34;29;32;29;31;30;34;30;33;29;33;30;30
14/02/2017;1;36;28;32;29;33;27;30;29;34;35;30;28;32
14/02/2017;2;35;30;31;27;28;23;33;31;35;35;32;30;35
14/02/2017;3;36;31;31;32;30;25;30;34;33;34;28;32;33
14/02/2017;4;36;29;30;34;37;25;26;31;34;35;32;30;36
14/02/2017;5;36;28;40;33;35;27;30;28;37;35;32;32;40
14/02/2017;6;37;28;30;33;35;27;23;28;35;40;36;30;43
14/02/2017;7;36;26;40;30;34;21;24;34;34;36;36;29;45
14/02/2017;8;35;34;38;27;39;19;24;34;35;40;34;26;45
14/02/2017;9;37;32;36;25;35;20;24;33;37;41;37;32;39
14/02/2017;10;38;32;37;30;35;16;19;34;36;34;36;31;40
14/02/2017;11;38;27;36;27;35;17;21;31;36;38;34;30;37
14/02/2017;12;38;31;42;25;33;16;20;31;36;35;38;26;37
14/02/2017;13;38;23;34;17;24;16;23;24;36;24;33;30;37
14/02/2017;14;35;20;29;22;20;11;15;19;33;21;28;21;32
14/02/2017;15;28;16;26;18;18;11;14;16;27;14;23;13;28
14/02/2017;16;20;12;31;16;22;10;7;19;21;12;17;13;30
14/02/2017;17;19;19;26;17;25;6;4;19;19;19;18;11;30
14/02/2017;18;23;20;34;18;31;7;6;29;23;20;24;14;35
14/02/2017;19;28;21;41;19;31;7;13;27;29;26;23;20;38
14/02/2017;20;35;21;41;18;35;9;14;27;33;29;25;21;42
14/02/2017;21;37;31;42;17;44;13;22;35;39;32;28;28;49
14/02/2017;22;39;29;40;15;45;14;18;25;38;34;26;27;48
14/02/2017;23;39;32;37;15;44;16;24;29;37;32;33;30;47
14/02/2017;24;39;31;40;15;37;19;15;23;33;29;29;28;38
15/02/2017;1;40;25;38;14;36;10;16;19;30;22;22;25;30
15/02/2017;2;30;26;32;11;26;15;12;15;27;25;23;25;26
15/02/2017;3;22;24;26;13;29;16;15;14;25;25;21;22;23
15/02/2017;4;20;18;30;9;27;10;15;16;24;22;22;20;26
15/02/2017;5;21;17;28;13;25;11;13;17;24;24;24;20;28
15/02/2017;6;21;20;30;17;29;12;14;20;23;24;20;19;33
15/02/2017;7;22;25;32;12;35;9;12;19;22;21;22;21;36
15/02/2017;8;22;23;35;11;34;8;11;20;24;20;20;18;34
15/02/2017;9;23;22;32;10;27;9;11;20;24;20;18;17;27
15/02/2017;10;23;20;33;10;22;10;13;16;25;17;26;18;33
15/02/2017;11;20;14;34;11;13;15;11;12;26;8;16;14;28
15/02/2017;12;16;11;25;11;9;4;n/d;8;18;8;11;11;15
15/02/2017;13;11;10;16;7;11;5;n/d;8;12;8;14;8;16
15/02/2017;14;9;8;13;4;8;4;5;14;11;5;15;9;15
15/02/2017;15;7;6;17;5;6;4;5;9;10;4;9;7;18
15/02/2017;16;6;5;19;6;11;6;5;8;11;4;16;5;17
15/02/2017;17;6;8;12;5;17;8;7;6;12;4;21;3;14
15/02/2017;18;9;14;24;10;28;9;6;15;14;12;22;7;16
15/02/2017;19;11;20;35;8;28;18;7;21;18;17;24;11;18
15/02/2017;20;15;22;27;15;25;22;6;18;22;21;26;15;37
15/02/2017;21;17;22;30;14;51;8;6;22;23;13;22;8;20
15/02/2017;22;24;27;25;15;20;12;6;25;22;31;24;10;20
15/02/2017;23;26;25;27;22;26;16;8;24;23;22;26;11;36
15/02/2017;24;22;28;25;23;23;13;12;28;20;24;31;13;36
16/02/2017;1;23;24;30;22;29;12;11;29;16;28;25;20;41
16/02/2017;2;26;24;34;19;19;14;9;41;17;17;21;12;40
16/02/2017;3;30;20;39;26;17;14;9;45;19;16;24;10;43
16/02/2017;4;30;18;39;18;16;13;14;29;24;22;26;9;41
16/02/2017;5;31;15;37;19;18;12;15;27;29;25;24;10;46
16/02/2017;6;29;15;38;18;38;14;15;19;26;18;29;13;40
16/02/2017;7;36;19;44;23;34;16;13;29;19;26;36;13;43
16/02/2017;8;45;16;35;22;31;19;15;30;19;30;20;10;46
16/02/2017;9;41;20;27;23;26;12;16;31;26;29;28;10;52
16/02/2017;10;n/d;22;31;25;30;12;22;24;34;33;34;7;43
16/02/2017;11;n/d;30;42;23;33;12;21;25;n/d;35;42;16;49
16/02/2017;12;n/d;34;44;18;37;14;29;19;37;23;44;10;27
16/02/2017;13;n/d;21;47;16;32;14;29;20;32;26;29;8;31
16/02/2017;14;22;24;28;17;n/d;18;23;23;34;23;25;9;41
16/02/2017;15;15;12;19;20;n/d;15;22;30;32;36;20;7;37
16/02/2017;16;12;11;36;19;n/d;11;20;31;35;25;24;9;41
16/02/2017;17;18;31;47;19;34;11;18;30;34;26;30;10;31
16/02/2017;18;16;27;16;15;30;16;19;19;31;29;18;10;34
16/02/2017;19;12;14;30;11;47;18;15;23;16;20;23;15;16
16/02/2017;20;17;24;29;20;98;21;19;22;15;14;36;20;19
16/02/2017;21;25;20;36;20;98;15;17;19;21;14;36;21;23
16/02/2017;22;31;22;39;14;130;20;12;24;28;14;35;21;22
16/02/2017;23;31;18;37;14;59;21;15;26;31;25;39;19;33
16/02/2017;24;32;21;40;9;38;20;14;24;31;30;35;24;33
17/02/2017;1;35;21;39;16;29;17;18;27;30;26;31;13;38
17/02/2017;2;33;27;37;16;25;18;9;31;29;25;26;20;35
17/02/2017;3;32;26;43;16;17;14;6;23;25;30;28;14;30
17/02/2017;4;30;19;33;12;15;17;9;22;26;19;21;11;21
17/02/2017;5;30;19;38;13;21;12;7;21;24;21;29;12;23
17/02/2017;6;29;18;35;8;21;11;7;21;23;17;32;12;38
17/02/2017;7;31;14;51;9;29;13;13;21;24;21;35;14;45
17/02/2017;8;26;21;37;8;26;9;10;23;25;26;37;9;43
17/02/2017;9;25;21;45;13;29;8;11;25;29;n/d;30;7;43
17/02/2017;10;28;17;40;9;29;9;9;25;35;n/d;38;7;50
17/02/2017;11;29;20;49;7;24;9;9;28;35;n/d;30;14;56
17/02/2017;12;33;28;44;15;27;16;16;38;40;30;35;18;37
17/02/2017;13;35;23;41;21;22;24;14;37;38;16;36;14;26
17/02/2017;14;33;15;36;18;23;5;10;32;36;6;33;13;30
17/02/2017;15;31;20;31;17;24;10;17;24;37;15;27;15;31
17/02/2017;16;29;17;34;10;20;9;12;27;28;16;33;11;23
17/02/2017;17;22;16;29;15;27;8;15;23;24;21;29;16;22
17/02/2017;18;20;23;32;18;26;7;8;25;22;26;30;22;36
17/02/2017;19;27;39;34;29;36;28;8;31;29;33;24;21;40
17/02/2017;20;34;24;40;17;35;19;13;31;31;49;35;20;40
17/02/2017;21;38;30;50;22;39;17;12;36;33;40;46;26;48
17/02/2017;22;42;25;52;18;43;15;13;30;43;47;47;23;47
17/02/2017;23;51;31;53;29;115;19;15;34;46;51;45;28;53
17/02/2017;24;52;28;50;20;46;15;15;47;45;51;50;34;55
18/02/2017;1;48;29;47;17;35;12;10;40;44;48;41;25;56
18/02/2017;2;43;20;39;9;17;11;9;39;46;50;51;17;39
18/02/2017;3;40;20;38;10;18;10;8;34;44;44;46;18;37
18/02/2017;4;38;18;34;8;14;9;5;32;41;37;49;6;52
18/02/2017;5;36;16;28;9;13;9;7;31;45;33;40;7;46
18/02/2017;6;34;17;26;11;10;8;9;27;44;18;41;17;40
18/02/2017;7;31;17;26;10;13;7;7;24;40;18;27;14;38
18/02/2017;8;22;16;23;16;10;7;7;20;39;19;30;9;39
18/02/2017;9;17;17;24;13;10;6;5;21;34;23;20;7;37
18/02/2017;10;18;20;33;11;16;5;7;30;36;22;22;9;30
18/02/2017;11;29;16;35;15;19;8;13;31;40;26;24;10;37
18/02/2017;12;42;24;31;9;14;8;11;25;37;27;23;15;35
18/02/2017;13;30;24;25;8;14;6;9;15;32;15;17;10;29
18/02/2017;14;21;20;25;14;11;4;8;13;29;18;22;9;20
18/02/2017;15;19;11;18;8;10;3;5;7;25;12;17;11;20
18/02/2017;16;18;14;24;4;11;5;5;14;18;8;19;11;21
18/02/2017;17;14;14;23;11;11;4;6;16;14;8;19;7;30
18/02/2017;18;19;13;19;11;17;9;5;23;16;12;11;12;31
18/02/2017;19;24;18;28;15;23;11;6;18;23;17;10;16;38
18/02/2017;20;28;21;29;17;30;14;10;21;27;22;17;15;39
18/02/2017;21;32;21;35;21;22;19;16;27;32;29;20;22;36
18/02/2017;22;45;25;49;22;29;30;14;42;33;31;45;31;41
18/02/2017;23;43;23;44;19;21;44;17;46;34;40;41;23;49
18/02/2017;24;43;26;43;15;17;36;9;53;36;38;45;20;40
19/02/2017;1;41;24;45;21;16;32;18;58;33;40;36;39;42
19/02/2017;2;42;18;26;17;15;32;14;45;31;40;39;22;46
19/02/2017;3;42;26;32;14;13;31;16;32;41;40;45;20;41
19/02/2017;4;40;18;30;12;17;25;19;36;45;38;41;19;n/d
19/02/2017;5;31;19;22;15;16;26;16;31;40;42;41;24;n/d
19/02/2017;6;34;20;25;17;11;24;15;30;44;44;39;18;n/d
19/02/2017;7;33;15;41;20;14;25;11;25;38;39;32;17;n/d
19/02/2017;8;26;21;38;15;19;14;17;26;36;39;27;18;n/d
19/02/2017;9;27;21;50;13;17;19;18;36;45;42;39;21;51
19/02/2017;10;32;27;58;9;14;16;10;43;54;38;34;25;56
19/02/2017;11;43;41;57;11;19;16;11;54;49;34;27;24;55
19/02/2017;12;44;44;57;17;26;19;13;46;40;31;24;18;45
19/02/2017;13;28;24;32;17;14;14;13;41;43;23;19;19;50
19/02/2017;14;23;20;31;13;18;13;11;34;39;18;24;21;38
19/02/2017;15;25;26;27;8;14;11;15;25;24;10;20;15;17
19/02/2017;16;23;19;32;12;16;6;11;n/d;23;17;23;19;16
19/02/2017;17;20;18;33;12;38;9;8;n/d;20;16;23;13;11
19/02/2017;18;18;17;33;19;28;16;9;18;21;11;28;19;13
19/02/2017;19;20;21;38;21;81;18;9;15;21;18;27;23;12
19/02/2017;20;23;25;45;19;55;16;18;15;22;18;30;28;18
19/02/2017;21;26;32;38;28;39;16;20;18;24;21;33;32;20
19/02/2017;22;26;30;37;21;39;10;22;18;25;21;21;23;17
19/02/2017;23;22;21;32;18;39;16;19;15;20;14;27;19;16
19/02/2017;24;17;21;23;18;33;15;22;13;17;17;18;21;12
20/02/2017;1;15;18;22;19;23;11;19;9;15;16;10;13;19
20/02/2017;2;13;12;11;25;19;16;16;7;13;13;16;11;13
20/02/2017;3;12;12;14;18;20;11;16;5;11;14;10;11;11
20/02/2017;4;10;12;16;18;17;11;12;6;10;13;9;10;15
20/02/2017;5;11;13;21;15;13;12;16;9;11;14;13;11;19
20/02/2017;6;13;12;22;11;16;13;18;9;13;19;21;10;22
20/02/2017;7;14;17;20;20;13;17;20;21;15;22;28;10;n/d
20/02/2017;8;15;14;30;16;24;18;19;25;17;18;22;11;27
20/02/2017;9;16;13;19;19;24;13;16;26;21;21;20;11;24
20/02/2017;10;n/d;16;27;12;18;13;21;18;24;25;24;13;23
20/02/2017;11;n/d;14;20;17;17;14;8;14;20;11;21;15;18
20/02/2017;12;n/d;13;26;12;15;9;5;14;19;13;17;10;13
20/02/2017;13;n/d;9;n/d;12;16;4;6;12;18;12;16;10;12
20/02/2017;14;10;9;n/d;13;17;7;6;13;18;10;19;9;11
20/02/2017;15;8;9;n/d;11;11;n/d;5;11;16;8;17;8;12
20/02/2017;16;9;10;n/d;7;15;8;6;13;14;11;15;10;16
20/02/2017;17;9;15;18;7;13;n/d;n/d;13;14;11;20;9;13
20/02/2017;18;10;14;16;13;17;n/d;7;8;14;10;13;8;10
20/02/2017;19;10;12;14;9;17;6;9;10;15;9;16;6;10
20/02/2017;20;10;10;16;8;7;5;7;10;15;7;15;4;10
20/02/2017;21;10;14;22;6;11;7;5;9;13;6;13;6;7
20/02/2017;22;10;10;22;6;7;6;4;6;13;4;10;6;6
20/02/2017;23;8;6;15;8;3;2;7;6;10;6;7;5;5
20/02/2017;24;5;8;12;6;4;4;5;7;10;8;6;5;n/d
21/02/2017;1;4;9;9;11;6;3;4;5;9;5;4;2;n/d
21/02/2017;2;5;9;7;7;4;1;3;4;9;4;2;0;n/d
21/02/2017;3;5;4;3;10;1;0;1;3;6;5;2;2;n/d
21/02/2017;4;5;4;6;4;1;0;0;2;6;4;0;5;n/d
21/02/2017;5;6;5;10;1;4;0;n/d;2;5;3;4;5;n/d
21/02/2017;6;4;7;19;1;8;0;1;2;5;3;7;3;n/d
21/02/2017;7;4;6;20;0;10;0;2;1;4;5;12;0;n/d
21/02/2017;8;4;6;15;0;8;n/d;2;1;4;7;11;1;4
21/02/2017;9;4;3;14;2;8;n/d;3;3;4;4;12;2;4
21/02/2017;10;3;0;13;5;5;0;0;5;6;4;13;2;4
21/02/2017;11;4;1;18;4;6;3;1;4;6;5;18;2;4
21/02/2017;12;5;3;18;2;12;3;0;5;7;4;8;2;6
21/02/2017;13;6;7;22;0;7;0;0;5;8;2;12;0;5
21/02/2017;14;5;5;17;3;7;3;1;5;8;5;10;0;3
21/02/2017;15;4;6;19;4;7;2;3;4;8;6;12;0;4
21/02/2017;16;5;4;20;2;9;0;1;3;8;6;13;0;n/d
21/02/2017;17;4;3;15;0;9;3;2;3;8;6;9;1;n/d
21/02/2017;18;4;5;19;0;6;2;2;4;9;6;10;2;8
21/02/2017;19;7;7;6;5;10;0;2;n/d;9;10;12;3;10
21/02/2017;20;7;6;13;5;9;2;0;n/d;11;9;10;3;9
21/02/2017;21;6;7;10;3;8;2;1;n/d;12;7;7;4;7
21/02/2017;22;6;7;13;4;7;2;5;n/d;11;3;9;3;6
21/02/2017;23;4;5;7;8;6;5;4;n/d;6;2;10;0;6
21/02/2017;24;4;5;9;12;5;5;2;n/d;5;3;6;1;4
22/02/2017;1;5;3;12;9;6;4;1;n/d;6;5;4;2;5
22/02/2017;2;6;6;6;5;5;2;5;0;6;4;3;4;5
22/02/2017;3;8;6;3;7;5;1;10;0;6;1;4;4;5
22/02/2017;4;5;5;4;5;4;3;7;0;4;6;7;3;6
22/02/2017;5;5;6;15;9;3;7;7;1;6;5;5;3;3
22/02/2017;6;7;7;11;8;6;5;9;3;7;9;13;3;5
22/02/2017;7;7;5;19;5;11;3;9;6;7;8;10;3;8
22/02/2017;8;7;4;15;3;10;5;6;5;7;10;7;4;11
22/02/2017;9;9;8;14;4;9;4;3;4;8;9;8;2;10
22/02/2017;10;6;9;16;4;8;1;1;4;8;10;13;0;8
22/02/2017;11;7;5;14;4;9;0;2;5;8;10;11;3;5
22/02/2017;12;5;7;14;3;8;n/d;2;5;9;7;11;4;6
22/02/2017;13;5;6;17;4;7;n/d;3;3;9;8;17;5;8
22/02/2017;14;8;11;13;5;4;7;5;4;11;8;15;3;6
22/02/2017;15;9;8;14;6;6;7;4;7;10;5;10;2;5
22/02/2017;16;8;6;11;7;13;6;2;10;9;6;10;3;9
22/02/2017;17;7;9;23;6;10;8;6;11;9;8;10;2;9
22/02/2017;18;8;7;13;8;15;6;4;8;10;7;11;5;9
22/02/2017;19;8;6;13;7;9;4;2;6;11;8;13;8;6
22/02/2017;20;10;5;16;9;7;5;8;6;12;12;14;6;13
22/02/2017;21;9;10;20;9;7;4;6;7;13;10;13;5;8
22/02/2017;22;9;9;14;6;10;8;5;7;12;7;10;5;10
22/02/2017;23;7;10;15;5;6;6;4;7;11;6;7;6;7
22/02/2017;24;7;7;16;2;2;4;3;7;11;7;6;9;6
23/02/2017;1;7;6;6;3;3;2;3;5;9;4;3;6;6
23/02/2017;2;6;5;8;7;4;n/d;4;3;6;4;0;0;5
23/02/2017;3;3;4;6;5;1;n/d;4;2;4;4;3;0;4
23/02/2017;4;2;5;7;3;1;0;2;0;4;5;2;1;0
23/02/2017;5;5;4;10;4;3;2;1;2;6;5;3;0;3
23/02/2017;6;7;3;11;4;5;4;2;2;5;3;5;0;8
23/02/2017;7;6;5;14;5;8;3;4;0;5;1;9;0;8
23/02/2017;8;5;6;12;4;7;0;5;0;6;4;8;2;8
23/02/2017;9;7;8;11;4;8;0;n/d;3;6;4;6;3;6
23/02/2017;10;6;9;11;5;7;1;n/d;4;9;5;8;3;5
23/02/2017;11;6;7;12;4;6;0;4;9;9;6;8;n/d;4
23/02/2017;12;4;6;13;2;4;0;3;7;6;5;6;n/d;5
23/02/2017;13;6;6;10;2;1;3;n/d;7;8;6;4;n/d;7
